episodenbr,title,weekday,broadcastdate,broadcasthour,duration,views,share,AI,chart,summary
374,The Monster of Peladon: Part Five,Sat,20 Apr 1974,5:30pm,00:23:56,7.50m,,,42,"Commander Azaxyr and his Ice Warriors are revealed as traitors, in league with Galaxy 5. The Doctor intends to turn Aggedor against Azaxyr, but it may already be too late."
375,The Monster of Peladon: Part Six,Sat,27 Apr 1974,5:31pm,00:23:48,8.10m,,,30,The Doctor and the miners take the upper hand in the fight to reclaim Peladon from the Ice Warriors. But Eckersley is unwilling to give up and takes Queen Thalira hostage
376,Planet of the Spiders: Part One,Sat,4 May 1974,5:47pm,00:24:40,10.10m,,58.0,17,"The Doctor receives a mysterious package from his old companion, Jo Grant. Sarah joins Mike Yates to investigate sinister events at a Buddhist meditation centre."
377,Planet of the Spiders: Part Two,Sat,11 May 1974,5:40pm,00:25:02,8.90m,,60.0,26,"Lupton, now under the control of a giant spider, infiltrates UNIT HQ and steals the Metebelis crystal. But the Doctor is unwilling to give it up so easily and a chase begins."
378,Planet of the Spiders: Part Three,Sat,18 May 1974,5:40pm,00:24:58,8.80m,,57.0,22,"Following Lupton, Sarah is transported to Metebelis 3 where she is captured by the human villagers. The Doctor uses the TARDIS to follow Sarah, but the spiders are waiting."
379,Planet of the Spiders: Part Four,Sat,25 May 1974,5:31pm,00:23:53,8.20m,,,24,"With the Doctor in a coma, his only hope of survival lies with a device inside the TARDIS. Sarah is captured by the spiders and is held prisoner in their larder."
380,Planet of the Spiders: Part Five,Sat,1 Jun 1974,5:36pm,00:24:01,9.20m,,,19,"Sarah makes a bargain with the Queen Spider and returns to Earth with the Doctor in the TARDIS.There they meet K'anpo,the Doctor's Time Lord guru who has the Metebelis crystal."
381,Planet of the Spiders: Part Six,Sat,8 Jun 1974,5:38pm,00:24:43,8.90m,,56.0,25,"The Doctor takes the blue crystal and returns to Metebelis 3 where he must face the spider ruler, the Great One. But it is an encounter that triggers his second regeneration.."
382,Robot: Part One,Sat,28 Dec 1974,5:35pm,00:24:11,10.80m,,53.0,25,UNIT are called in when top secret plans and valuable equipment is stolen from high security establishments. The newly regenerated Doctor suggests that the thief may not be human.
383,Robot: Part Two,Sat,4 Jan 1975,5:32pm,00:25:00,10.70m,,53.0,17,"Using the deadly disintegrator weapon, the robot steals the destructor codes. Harry Sullivan is sent to infiltrate Think Tank to discover the truth."
384,Robot: Part Three,Sat,11 Jan 1975,5:30pm,00:24:29,10.10m,,,22,"Sealed inside an underground bunker, Miss Winters issues her demands to the world's leaders, threatening a devastating nuclear strike if her demands are not met."
385,Robot: Part Four,Sat,18 Jan 1975,5:31pm,00:24:29,9.00m,,51.0,30,"The Doctor races to avert a nuclear holocaust. The robot, distraught over killing its creator, takes Sarah hostage and goes on a rampage."
386,The Ark In Space: Part One,Sat,25 Jan 1975,5:36pm,00:24:58,9.40m,,,27,The TARDIS arrives in the far future on the Ark space station where mankind's survivors are in hibernation. Sarah is accidentally placed in suspended animation.
387,The Ark In Space: Part Two,Sat,1 Feb 1975,5:30pm,00:24:49,13.60m,,,5,"When the Doctor restores the power to the Ark, the humans begin to revive. But the station has been invaded by the giant insectoid Wirrn."
388,The Ark In Space: Part Three,Sat,8 Feb 1975,5:32pm,00:24:05,11.20m,,,17,"The Doctor subjects himself to a dangerous experiment so that he can access the memories of the dead Wirrn Queen. Elsewhere, the larvae Wirrn are pupating into their adult form."
389,The Ark In Space: Part Four,Sat,15 Feb 1975,5:31pm,00:24:37,10.20m,,,24,"The mutated Noah has now fully transformed into a Wirrn adult and intends to allow the Wirrn to devour the sleeping humans, absorbing their memories and knowledge."
390,The Sontaran Experiment: Part One,Sat,22 Feb 1975,5:30pm,00:24:27,11.00m,,,18,"The Doctor, Harry and Sarah find Earth is a desolate wilderness. They meet a group of stranded human colonists who are being hunted by a robot and experimented upon by its master."
391,The Sontaran Experiment: Part Two,Sat,1 Mar 1975,5:30pm,00:24:27,10.50m,,55.0,17,"Sarah has been caught by the Sontaran, Field Major Styre, who is conducting cruel experiments on the captured humans, paving the way for a full-scale invasion."
392,Genesis of the Daleks: Part One,Sat,8 Mar 1975,5:30pm,00:24:20,10.70m,,,23,"The Time Lords send the Doctor, Sarah and Harry to Skaro at a point in time shortly before the creation of the Daleks. The Doctor's mission is to destroy his greatest enemy."
393,Genesis of the Daleks: Part Two,Sat,15 Mar 1975,5:30pm,00:24:51,10.50m,,57.0,15,The Doctor finds that some of Davros's fellow Kaleds are unhappy with the development of the Daleks. Sarah is forced to load a Thal war rocket with radioactive explosives.
394,Genesis of the Daleks: Part Three,Sat,22 Mar 1975,5:30pm,00:22:38,8.50m,,,42,The Doctor informs the Kaled government of Davros's experiments and they move to shut down the bunker. But Davros is one step ahead and prepares to take drastic action.
395,Genesis of the Daleks: Part Four,Sat,29 Mar 1975,5:31pm,00:23:38,8.80m,,58.0,36,"When the Kaled dome is destroyed by the Thals' rocket, the war appears to be over and the Thals rejoice at their victory. But then, the Daleks appear and a massacre begins."
396,Genesis of the Daleks: Part Five,Sat,5 Apr 1975,5:30pm,00:23:27,9.80m,,57.0,30,"With Harry and Sarah his prisoners, Davros interrogates the Doctor, forcing him to reveal the future of the Daleks so that he can learn from their defeats to make them stronger."
397,Genesis of the Daleks: Part Six,Sat,12 Apr 1975,5:31pm,00:23:30,9.10m,,56.0,26,The Kaled scientific elite move to prevent the development of the Daleks while the Doctor prepares to destroy his old enemies forever. But is it already too late?
398,Revenge of the Cybermen: Part One,Sat,19 Apr 1975,5:36pm,00:24:19,9.50m,,57.0,24,"The Doctor, Sarah and Harry return to Nerva, but at an earlier point in time. The crew are dying and blame a space plague, but the Doctor suspects a survivor may be responsible."
399,Revenge of the Cybermen: Part Two,Sat,26 Apr 1975,5:30pm,00:24:24,8.30m,,,28,"Sarah is the latest victim of the 'space plague'. But the poison can be removed from her body by transmatting her to the surface of the mysterious planetoid, Voga"
400,Revenge of the Cybermen: Part Three,Sat,3 May 1975,5:50pm,00:24:32,8.90m,,,25,The Cybermen who are intent on destroying Voga. The Doctor and two of the Nerva crew become walking bombs which they Cybermen will detonate once they reach their target.
801,Deep Breath,Sat,23 Aug 2014,7:52pm,01:16:26,9.17m,37.9%,82.0,2,"
When the Doctor arrives in Victorian London, he finds a dinosaur rampant in the Thames and a spate of deadly spontaneous combustions.

Who is the new Doctor and will Clara’s friendship survive as they embark on a terrifying mission into the heart of an alien conspiracy? The Doctor has changed. It’s time you knew him.
"
802,Into the Dalek,Sat,30 Aug 2014,7:30pm,00:45:00,7.29m,30.4%,84.0,9, 
803,Robot Of Sherwood,Sat,6 Sep 2014,7:31pm,00:46:16,7.28m,31.1%,82.0,10,
804,Listen,Sat,13 Sep 2014,7:31pm,00:47:50,7.01m,29.6%,82.0,7,
805,Time Heist,Sat,20 Sep 2014,7:33pm,00:45:22,6.99m,29.6%,84.0,14,
806,The Caretaker,Sat,27 Sep 2014,8:29pm,00:45:20,6.82m,26.4%,83.0,20,"The terrifying Skovox Blitzer is ready to destroy all humanity - but worse, and any second now, Danny Pink and the Doctor are going to meet.

When terrifying events threaten Coal Hill school, the Doctor decides to go undercover."
807,Kill The Moon,Sat,4 Oct 2014,8:29pm,00:45:00,6.91m,26.6%,82.0,20,
808,Mummy On The Orient Express,Sat,11 Oct 2014,8:37pm,00:46:30,7.11m,26.6%,85.0,14,
809,Flatline,Sat,18 Oct 2014,8:24pm,00:43:20,6.71m,25.5%,85.0,23,
810,In The Forest Of The Night,Sat,25 Oct 2014,8:19pm,00:45:10,6.92m,26.3%,83.0,20,
811,Dark Water,Sat,1 Nov 2014,8:15pm,00:46:25,7.34m,27.4%,85.0,15,"In the mysterious world of the Nethersphere, plans have been drawn up. Missy is about to come face to face with the Doctor, and an impossible choice is looming.“Death
 is not an end” promises the sinister organisation known only as 3W – 
but, as the Doctor and Clara discover, you might wish it was."
812,Death in Heaven,Sat,8 Nov 2014,8:02pm,00:57:00,7.60m,28.6%,83.0,14,"With Cybermen on the streets of London, old friends 
unite against old enemies and the Doctor takes to the air in a startling
 new role. Can the mighty UNIT contain Missy? As the Doctor faces his greatest challenge, sacrifices must be made before the day is won."
813,Last Christmas,Thu,25 Dec 2014,6:14pm,01:00:15,8.28m,31.6%,82.0,7,"The Doctor and Clara face their Last Christmas. Trapped on an arctic base and under attack from terrifying creatures, who are you going to call? Santa Claus!"
814,The Magician's Apprentice,Sat,19 Sep 2015,7:43pm,00:46:22,6.54m,26.3%,84.0,13,"
Where is the Doctor? When the skies of Earth are frozen by a mysterious alien force, Clara needs her friend. But where is the Doctor, and what is he hiding from?


As past deeds come back to haunt him, old enemies will come face-to-face, and for the Doctor and Clara survival seems impossible."
815,The Witch's Familiar,Sat,26 Sep 2015,7:45pm,00:47:50,5.71m,22.9%,83.0,24,"Trapped and alone on the terrifying planet Skaro, the Doctor is at the heart of the evil Dalek Empire - no sonic, no TARDIS, nobody to help. With his greatest temptation before him, can the Doctor resist? And will there be mercy?"
816,Under the Lake,Sat,3 Oct 2015,8:26pm,00:43:20,5.63m,22.0%,84.0,22,"When an Underwater Base comes under attack, the Doctor and Clara must save the frightened crew and defeat an impossible threat. But what is behind these terrifying events? And can they really be haunted by ghosts?"
817,Before The Flood,Sat,10 Oct 2015,8:26pm,00:42:25,6.05m,26.7%,82.0,21,"On a remote Army outpost, a fearsome alien warlord - the Fisher King - sets in motion a twisted plan to ensure his own survival. The ripples will be felt around the universe. Is this chain of events inevitable? And can the Doctor do the unthinkable?"
818,The Girl Who Died,Sat,17 Oct 2015,8:23pm,00:45:45,6.56m,28.1%,82.0,18,"Captured by Vikings, the Doctor and Clara must help protect their village from Space Warriors from the future: the Mire. Outnumbered and outgunned, their fate seems inevitable. So why is the Doctor preoccupied with a single Viking girl?"
819,The Woman Who Lived,Sat,24 Oct 2015,8:21pm,00:45:50,6.11m,24.4%,81.0,25,"England, 1651. The deadly Highwayman 'The Nightmare' and his sidekick stalk the dark streets of London. But when they find loot that's not of this world, they come face to face with The Doctor.

Who is the Nightmare in league with? And can the Doctor avoid the hangman's noose and protect Earth from a devilish betrayal?"
820,The Zygon Invasion,Sat,31 Oct 2015,8:17pm,00:46:30,5.76m,24.3%,82.0,24,"The Zygons, a race of shapeshifting aliens, have been living in secret among us on Earth, unknown and unseen - until now!


When Osgood is kidnapped by a rogue gang of Zygons, the Doctor, Clara and UNIT must scatter across the world in a bid to set her free. But will they reach her in time, and can they stop an uprising before it’s too late?
"
821,The Zygon Inversion,Sat,7 Nov 2015,8:00pm,00:46:20,6.03m,25.1%,84.0,24,"Shapeshifting Zygons are everywhere in the UK, and there is no way of knowing who to trust. With UNIT neutralised, only the Doctor stands in their way. But how do you stop a war? And what can the Doctor do to save his friends?"
822,Sleep No More,Sat,14 Nov 2015,8:14pm,00:45:07,5.61m,22.6%,78.0,28,This terrifying story is assembled from footage discovered in the wreckage of Le Verrier Space Station.
823,Face The Raven,Sat,21 Nov 2015,8:10pm,00:46:55,6.06m,23.9%,84.0,30,"The Doctor and Clara, with their old friend Rigsy, find themselves in a magical alien world, hidden on a street in the heart of London.


Sheltered within are some of the most fearsome creatures of the universe… and Ashildr (Maisie Williams)! With a death sentence hanging over their heads, not all of the intruders will get out alive.
"
824,Heaven Sent,Sat,28 Nov 2015,8:06pm,00:54:02,6.19m,24.9%,80.0,27,"Trapped in a world unlike any other he has seen, the Doctor faces the greatest challenge of his many lives. One final test. And he must face it alone.


Pursued by the fearsome creature known only as the Veil, he must attempt the impossible. If he makes it through, Gallifrey is waiting…
"
825,Hell Bent,Sat,5 Dec 2015,8:04pm,01:00:25,6.17m,25.7%,82.0,29,"If you took everything from him, betrayed him, trapped him, and broke both his hearts...how far might the Doctor go?

Returning to Gallifrey, the Doctor faces the Time Lords in a struggle that will take him to the end of time itself. Who is the Hybrid? And what is the Doctor’s confession?"
826,The Husbands of River Song,Fri,25 Dec 2015,5:17pm,00:56:09,7.69m,33.9%,82.0,8,"It’s Christmas Day on a remote human colony and the Doctor is hiding from Christmas Carols and Comedy Antlers. But when a crashed spaceship calls upon the Doctor for help, he finds himself recruited into River Song’s squad and hurled into a fast and frantic chase across the galaxy. King Hydroflax is furious, and his giant Robot bodyguard is out of control and coming for them all! Will Nardole survive? And when will River Song work out who the Doctor is?

All will be revealed on a starliner full of galactic super-villains and a destination the Doctor has been avoiding for a very long time."
827,The Return Of Doctor Mysterio,Sun,25 Dec 2016,5:44pm,01:00:25,7.83m,31.2%,82.0,9,"This Christmas sees The Doctor join forces with a masked Superhero for an epic New York adventure.

With brain-swapping aliens poised to attack, the Doctor and Nardole link up with an investigative reporter and a mysterious figure known only as The Ghost. Can the Doctor save Manhattan? And what will be revealed when we see behind the mask?"
828,The Pilot,Sat,15 Apr 2017,7:21pm,00:49:40,6.68m,30.6%,83.0,10,"A chance encounter with a girl with a star in her eye leads to a terrifying chase across time and space. Bill’s mind is opened to a Universe that is bigger and more exciting than she could possibly have imagined - but who is the Doctor, and what is his secret mission with Nardole on Earth?"
829,Smile,Sat,22 Apr 2017,7:21pm,00:45:35,5.98m,28.5%,83.0,23,The language of the future is emoji! The Doctor takes Bill to a spectacular city on a distant planet - but where are the colonists? A band of 'cute' droids hold the deadly answer.
830,Thin Ice,Sat,29 Apr 2017,7:23pm,00:44:10,5.61m,26.5%,84.0,25,"The Doctor and Bill arrive at the last of the great frost fairs, and find themselves investigating a string of impossible disappearances - people have been vanishing on the ice! Bill is about to discover that the past is more like her world than she expected, and that not all monsters come from outer space..."
831,Knock Knock,Sat,6 May 2017,7:21pm,00:44:28,5.73m,27.3%,83.0,21,"Bill is moving in with some friends and they’ve found the perfect house - so what if it’s strangely cheap to rent, and the landlord is a little creepy?

The wind blows, the floorboards creak, and the Doctor thinks something is very wrong. What lurks in the strange tower at the heart of the building - and why can’t they find any way to enter it?"
832,Oxygen,Sat,13 May 2017,7:14pm,00:44:45,5.27m,26.1%,83.0,26,"The Doctor, Bill and Nardole answer a distress call in deep space, and find themselves trapped on board space station Chasm Forge. All but four of the crew have been murdered - and the dead are still walking!

In a future where oxygen is sold by the breath, and space suits are valued more highly than their occupants, the TARDIS crew battle for survival against the darkest evil of all…"
833,Extremis,Sat,20 May 2017,7:27pm,00:48:44,5.53m,26.4%,82.0,20,"In the Haereticum - the Vatican’s secret library of blasphemy - there is an ancient book known only as The Veritas. Throughout history, anyone who has ever read it has immediately taken their own life. Now a new translation is online, and the danger is spreading. The Vatican appeals to the Doctor. Will he read The Veritas? But can even the Doctor survive the ultimate truth?"
834,The Pyramid At The End Of The World,Sat,27 May 2017,7:51pm,00:46:04,5.79m,24.9%,82.0,14,"A 5,000 year-old Pyramid stands at the centre of a war zone, where the Chinese, Russian and American armies are about to clash. There are many problems with that, but the one that intrigues the Doctor is this: there wasn’t a pyramid there yesterday.

The Doctor, Bill and Nardole face an alien invasion unlike any other, and before conquest can begin, these aliens need the consent of the human race…"
835,The Lie Of The Land,Sat,3 Jun 2017,7:38pm,00:44:38,4.82m,20.3%,82.0,30,"The world is gripped by a mass delusion and only Bill Potts can see the truth. When even the Doctor is fighting on the wrong side, it’s up to Bill to convince the Time Lord that humanity is in deadly danger. And if she can’t do that, she may just have to kill her best friend…"
836,Empress Of Mars,Sat,10 Jun 2017,7:17pm,00:43:42,5.02m,25.9%,83.0,23,"The Doctor, Bill and Nardole arrive on Mars, and find themselves in an impossible conflict between Ice Warriors… and Victorian soldiers. As the Martian hive awakens around them, the Doctor faces a unique dilemma - this time the humans, not the Ice Warriors are the invaders. When Earth is invading Mars, whose side is he on?"
